"journal_name","best_quartile","sjr_rank","sjr_index","h_index","citescore","country","oa","publisher"
"FEMS microbiol. rev","UNRANKED","","","","","","",""
"FEMS microbiology ecology","Q1","3659","1.025","172","7.70","United Kingdom","0","Oxford Univ Press"
"FEMS Microbiology Letters","Q3","8864","0.514","167","4.90","United Kingdom","0","Oxford Univ Press"
"FEMS Microbiology Reviews","Q1","485","3.245","237","21.00","United Kingdom","0","Oxford Univ Press"
"FEMS Yeast Res","UNRANKED","","","","","","",""
"FEMS yeast research","Q2","7399","0.613","104","5.40","United Kingdom","0","Oxford Univ Press"
"Fenner and White's Medical Virology","UNRANKED","","","","","","",""
"Fenner's Veterinary Virology","UNRANKED","","","","","","",""
"Fennia","Q3","13293","0.272","24","2.80","Finland","1",""
"Fennia-International Journal of Geography","UNRANKED","","","","","","",""
"Fermentation","Q2","8808","0.518","43","3.70","Switzerland","1",""
"Ferret Husbandry, Medicine and Surgery","UNRANKED","","","","","","",""
"Ferrets, Rabbits, and Rodents","UNRANKED","","","","","","",""
"Fertil Res Pract","UNRANKED","","","","","","",""
"Fertil Steril","UNRANKED","","","","","","",""
"Fertil. steril","UNRANKED","","","","","","",""
"Fertility & Sterility","UNRANKED","","","","","","",""
"Fertility &amp; Sterility","UNRANKED","","","","","","",""
"Fertility and sterility","Q1","1796","1.579","230","10.50","United States","0","Elsevier Science Inc"
"Fertility research and practice","UNRANKED","","","","","","",""
"Festival dell'Architettura Magazine","Q2","16347","0.139","2","0.10","Italy","1",""
"Festival dell&#039;Architettura Magazine","UNRANKED","","","","","","",""
"Fetal and Neonatal Pathology","UNRANKED","","","","","","",""
"Fetal and Neonatal Physiology","UNRANKED","","","","","","",""
"Fetal and Neonatal Secrets","UNRANKED","","","","","","",""
"Fetal and pediatric pathology","Q3","12223","0.323","38","2.80","United Kingdom","0","Taylor & Francis Inc"
"Fetal Diagn Ther","UNRANKED","","","","","","",""
"Fetal diagn. ther","UNRANKED","","","","","","",""
"Fetal diagnosis and therapy","Q1","6564","0.679","67","4.60","Switzerland","0","Karger"
"Fetal Pediatr Pathol","UNRANKED","","","","","","",""
"Feuillets de Radiologie","UNRANKED","","","","","","",""
"Few Body Syst","UNRANKED","","","","","","",""
"FIAT JUSTISIA: Jurnal Ilmu Hukum","UNRANKED","","","","","","",""
"Fibers","Q2","8061","0.567","38","7.00","Switzerland","1","Mdpi"
"Fibers Polym","UNRANKED","","","","","","",""
"FIBONACCI: Jurnal Pendidikan Matematika dan Matematika","UNRANKED","","","","","","",""
"Fibre Chem","UNRANKED","","","","","","",""
"Fibrinólisis sistémica exitosa en un paciente con Covid-19: Reporte de Caso.","UNRANKED","","","","","","",""
"Fibrogenesis & tissue repair","UNRANKED","","","","","","",""
"Fibrogenesis Tissue Repair","UNRANKED","","","","","","",""
"Fibrosis Research","UNRANKED","","","","","","",""
"Fibrous Proteins: Structures and Mechanisms","UNRANKED","","","","","","",""
"Fiches de soins infirmiers","UNRANKED","","","","","","",""
"Field Exchange Emergency Nutrition Network ENN","UNRANKED","","","","","","",""
"Field Guide to Wilderness Medicine","UNRANKED","","","","","","",""
"Field Manual of Techniques in Invertebrate Pathology","UNRANKED","","","","","","",""
"Field methods","Q1","8175","0.559","58","3.00","United States","0","Sage Publications Inc"
"Fields Institute Communications","UNRANKED","","","","","","",""
"Fieldwork in Religion","Q3","16940","0.118","4","0.30","United Kingdom","0","Equinox Publishing Ltd"
"Fighting Campylobacter Infections","UNRANKED","","","","","","",""
"FIIB Business Review","UNRANKED","","","","","","",""
"Filling the pandemic meal gap: disruptions to child nutrition programs and expansion of free meal sites in the early months of the pandemic|2021. 20 pp.","UNRANKED","","","","","","",""
"Film Criticism","Q4","17915","0.100","12","","United States","1","Film Criticism"
"Film International","Q3","17009","0.116","4","0.10","United Kingdom","0","Intellect Ltd"
"Film Quarterly","Q1","13535","0.260","24","0.40","United States","0","Univ California Press"
"Film, Television and the Psychology of the Social Dream","UNRANKED","","","","","","",""
"Filolog (Banja Luka)","UNRANKED","","","","","","",""
"Filologicke Vedomosti","UNRANKED","","","","","","",""
"Filosifija sociologija.","UNRANKED","","","","","","",""
"Filosofia Theoretica","UNRANKED","","","","","","",""
"Filosofija-Sociologija","UNRANKED","","","","","","",""
"Filosofija, Sociologija","Q2","15465","0.177","11","0.80","Lithuania","0",""
"Filosofiya Nauki i Tehniki","UNRANKED","","","","","","",""
"Filosofiya. Zhurnal Vysshey Shkoly Ekonomiki","UNRANKED","","","","","","",""
"Filozofija i Drustvo","Q3","16728","0.126","3","0.30","Serbia","1",""
"Filters and Filtration Handbook","UNRANKED","","","","","","",""
"Filtration & Separation","UNRANKED","","","","","","",""
"Filtration &amp; Separation","UNRANKED","","","","","","",""
"Filtration + Separation","UNRANKED","","","","","","",""
"Filtration Industry Analyst","UNRANKED","","","","","","",""
"Finan. Res. Lett.","UNRANKED","","","","","","",""
"Financ Innov","UNRANKED","","","","","","",""
"Financ Mark Portf Manag","UNRANKED","","","","","","",""
"Financ Mark Portf Mang","UNRANKED","","","","","","",""
"Financ Res Lett","UNRANKED","","","","","","",""
"Financ. Internet Q.","UNRANKED","","","","","","",""
"Financ. Mark. Inst. Instrum.","UNRANKED","","","","","","",""
"Finance &amp; Development","UNRANKED","","","","","","",""
"Finance and Development","UNRANKED","","","","","","",""
"Finance and Risk Management for International Logistics and the Supply Chain","UNRANKED","","","","","","",""
"Finance Research Letters","Q1","991","2.231","81","10.80","Netherlands","0","Academic Press Inc Elsevier Science"
"Finance Stoch","UNRANKED","","","","","","",""
"Finance: Theory and Practice","UNRANKED","","","","","","",""
"Financial Accountability & Management","UNRANKED","","","","","","",""
"Financial Analysts Journal","Q1","2596","1.259","85","4.70","United Kingdom","0","Routledge Journals"
"Financial and Credit Activity-Problems of Theory and Practice","UNRANKED","","","","","","",""
"Financial History","UNRANKED","","","","","","",""
"Financial History Review","Q1","11175","0.380","20","0.90","United Kingdom","0","Cambridge Univ Press"
"Financial Innovation","Q1","2913","1.171","36","9.70","Germany","1","Springer"
"Financial Internet Quarterly","UNRANKED","","","","","","",""
"Financial Markets and Portfolio Management","Q2","9054","0.501","25","3.00","United States","0","Springer"
"FINANCIAL PLANNING REVIEW","UNRANKED","","","","","","",""
"Financial Risk Management and Derivative Instruments","UNRANKED","","","","","","",""
"Financial Services Review","UNRANKED","","","","","","",""
"Financial Studies","UNRANKED","","","","","","",""
"Financing the Green New Deal","UNRANKED","","","","","","",""
"FinanzArchiv","Q3","14604","0.215","20","0.80","Germany","0","Mohr Siebeck"
"Findings of the Association for Computational Linguistics, ACL 2020: EMNLP 2020","UNRANKED","","","","","","",""
"Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021","UNRANKED","","","","","","",""
"Fine-Tuning of RNA Functions by Modification and Editing","UNRANKED","","","","","","",""
"Finisterra","Q3","13330","0.270","13","1.50","Portugal","1",""
"Finisterra - Revista Portuguesa de Geografia","UNRANKED","","","","","","",""
"Finisterra-Revista Portuguesa De Geografia","UNRANKED","","","","","","",""
"FinTech","UNRANKED","","","","","","",""
"FinWeek","UNRANKED","","","","","","",""
"Fire","Q1","5533","0.779","20","3.50","Switzerland","1",""
"Fire Safety Journal","Q1","4636","0.877","93","5.70","United Kingdom","0","Elsevier Sci Ltd"
"Fire Technol","UNRANKED","","","","","","",""
"Fire technology","Q2","5992","0.732","52","6.10","Netherlands","0","Springer"
"Firewalls Don't Stop Dragons","UNRANKED","","","","","","",""
"First Break","UNRANKED","","","","","","",""
"First Monday","UNRANKED","","","","","","",""
"First Responders: Communications, Support and Safety","UNRANKED","","","","","","",""
"Fisc Stud","UNRANKED","","","","","","",""
"Fiscal Studies","Q1","1093","2.103","48","9.50","United States","0","Wiley"
"Fish & Shellfish Immunology","UNRANKED","","","","","","",""
"Fish and Fisheries","Q1","1353","1.868","125","11.40","United Kingdom","0","Wiley"
"Fish Fish (Oxf)","UNRANKED","","","","","","",""
"Fish Oceanogr","UNRANKED","","","","","","",""
"Fish Physiol Biochem","UNRANKED","","","","","","",""
"Fish physiol. biochem","UNRANKED","","","","","","",""
"Fish physiology and biochemistry","Q1","6218","0.710","89","5.40","Netherlands","0","Springer"
"Fish Res","UNRANKED","","","","","","",""
"Fish Sci","UNRANKED","","","","","","",""
"Fish Shellfish Immunol","UNRANKED","","","","","","",""
"Fisheries","Q1","6191","0.713","87","4.00","United States","1","Wiley"
"Fisheries (Bethesda)","UNRANKED","","","","","","",""
"Fisheries Management and Ecology","Q2","7646","0.596","62","3.90","United Kingdom","0","Wiley"
"Fisheries Research","Q1","6302","0.701","106","4.60","Netherlands","0","Elsevier"
"Fisheries science : FS","UNRANKED","","","","","","",""
"Fisioter. Mov. (Online)","UNRANKED","","","","","","",""
"Fisioter. Pesqui. (Online)","UNRANKED","","","","","","",""
"Fisioterapia","UNRANKED","","","","","","",""
"Fisioterapia em Movimento","UNRANKED","","","","","","",""
"Fit in Biochemie","UNRANKED","","","","","","",""
"Fitoterapia","Q2","7723","0.590","118","6.20","Netherlands","0","Elsevier"
"Fiziologichnyi Zhurnal","UNRANKED","","","","","","",""
"FlatChem","Q1","3970","0.971","30","6.70","Netherlands","0","Elsevier"
"Flavour Fragr J","UNRANKED","","","","","","",""
"Fleischwirtschaft","UNRANKED","","","","","","",""
"Flex Serv Manuf J","UNRANKED","","","","","","",""
"Flexible and Printed Electronics","Q2","6008","0.730","27","4.50","United States","1","Iop Publishing Ltd"
"Flipped Classrooms with Diverse Learners","UNRANKED","","","","","","",""
"Flora","UNRANKED","","","","","","",""
"Flora and Fauna","UNRANKED","","","","","","",""
"Flora Infeksiyon Hastaliklari Ve Klinik Mikrobiyoloji Dergisi","UNRANKED","","","","","","",""
"Florea : Jurnal Biologi Dan Pembelajarannya","UNRANKED","","","","","","",""
"Florence Nightingale at Home","UNRANKED","","","","","","",""
"Florence Nightingale J Nurs","UNRANKED","","","","","","",""
"Florence Nightingale Journal of Nursing","UNRANKED","","","","","","",""
"Florence Nightingale Journal of Nursing-Florence Nightingale Hemsirelik Dergisi","UNRANKED","","","","","","",""
"Florida Bar Journal","UNRANKED","","","","","","",""
"Florida Public Health Review","UNRANKED","","","","","","",""
"Flow Meas Instrum","UNRANKED","","","","","","",""
"Flow of Funds Analysis","UNRANKED","","","","","","",""
"Fluctuation and Noise Letters","Q3","12762","0.296","31","3.00","Singapore","0","World Scientific Publ Co Pte Ltd"
"Flugmedizin Tropenmedizin Reisemedizin","UNRANKED","","","","","","",""
"Fluid Dynamics &amp; Materials Processing","UNRANKED","","","","","","",""
"Fluid Phase Equilib","UNRANKED","","","","","","",""
"Fluid, Electrolyte, and Acid-Base Disorders in Small Animal Practice","UNRANKED","","","","","","",""
"Fluids","Q3","11302","0.373","23","2.80","Switzerland","1","Mdpi"
"Fluids and barriers of the CNS","Q1","1635","1.657","60","9.40","United Kingdom","1","Bmc"
"Fluids Barriers CNS","UNRANKED","","","","","","",""
"Fluorine in Heterocyclic Chemistry Volume 2","UNRANKED","","","","","","",""
"Flying Aeroplanes and Other Sociological Tales: An Introduction to Sociology and Research Methods","UNRANKED","","","","","","",""
"Fmc","UNRANKED","","","","","","",""
"FMC - Formación Médica Continuada en Atención Primaria","UNRANKED","","","","","","",""
"FMC : Formacion medica continuada en atencion primaria","UNRANKED","","","","","","",""
"FMC Formacion Med. Continuada Aten. Prim.","UNRANKED","","","","","","",""
"FMC Formacion Medica Continuada en Atencion Primaria","UNRANKED","","","","","","",""
"FME Transactions","Q2","9399","0.479","28","3.60","Serbia","1","Univ Belgrade"
"Focaal","Q1","8192","0.557","22","1.80","Netherlands","1",""
"Focal Controlled Drug Delivery","UNRANKED","","","","","","",""
"Focus","UNRANKED","","","","","","",""
"Focus (Am Psychiatr Publ)","UNRANKED","","","","","","",""
"Focus (United States)","UNRANKED","","","","","","",""
"Focus Altern Complement Ther","UNRANKED","","","","","","",""
"Focus on Catalysts","UNRANKED","","","","","","",""
"Focus on Health Professional Education-a Multidisciplinary Journal","UNRANKED","","","","","","",""
"Focus on Pigments","UNRANKED","","","","","","",""
"Focus on Powder Coatings","UNRANKED","","","","","","",""
"Focus on Surfactants","UNRANKED","","","","","","",""
"Fog Data Analytics for IoT Applications","UNRANKED","","","","","","",""
"Fokus Bisnis : Media Pengkajian Manajemen dan Akuntansi","UNRANKED","","","","","","",""
"Fokus Ekonomi : Jurnal Ilmiah Ekonomi","UNRANKED","","","","","","",""
"Folia biologica","Q3","12811","0.294","36","1.80","Czech Republic","1","Charles Univ Prague"
"Folia Endocrinologica Japonica","UNRANKED","","","","","","",""
"Folia Histochem Cytobiol","UNRANKED","","","","","","",""
"Folia histochem. cytobiol","UNRANKED","","","","","","",""
"Folia histochemica et cytobiologica","Q3","11385","0.368","45","2.60","Poland","1","Via Medica"
"Folia Horticulturae","Q2","11218","0.378","16","3.50","Poland","1","Sciendo"
"Folia Linguistica et Litteraria","Q3","17229","0.110","2","0.10","Montenegro","1","Univ Montenegro"
"Folia Med (Plovdiv)","UNRANKED","","","","","","",""
"Folia Med Cracov","UNRANKED","","","","","","",""
"Folia medica","UNRANKED","","","","","","",""
"Folia Medica Cracoviensia","UNRANKED","","","","","","",""
"Folia Medica Indonesiana","UNRANKED","","","","","","",""
"Folia microbiol","UNRANKED","","","","","","",""
"Folia Microbiol (Praha)","UNRANKED","","","","","","",""
"Folia microbiologica","Q3","9033","0.503","56","5.30","Netherlands","0","Springer"
"Folia morphol. (Warszawa)","UNRANKED","","","","","","",""
"Folia morphologica","Q3","12604","0.304","33","2.30","Poland","0","Via Medica"
"Folia Neuropathol","UNRANKED","","","","","","",""
"Folia neuropathologica","Q2","8116","0.564","41","3.80","Poland","1","Termedia Publishing House Ltd"
"Folia Oeconomica Stetinensia","UNRANKED","","","","","","",""
"Folia parasitol","UNRANKED","","","","","","",""
"Folia parasitologica","Q3","9099","0.498","49","2.50","Czech Republic","1","Folia Parasitologica"
"Folia Phoniatr Logop","UNRANKED","","","","","","",""
"Folia phoniatr. logop","UNRANKED","","","","","","",""
"Folia phoniatrica et logopaedica : official organ of the International Association of Logopedics and Phoniatrics","UNRANKED","","","","","","",""
"Folia Primatol (Basel)","UNRANKED","","","","","","",""
"Folia primatologica; international journal of primatology","UNRANKED","","","","","","",""
"Folia Veterinaria","UNRANKED","","","","","","",""
"Folklor/Edebiyat","UNRANKED","","","","","","",""
"Folklore (Estonia)","Q2","15717","0.166","10","0.60","Estonia","1",""
"Fon: Jurnal Pendidikan Bahasa dan Sastra Indonesia","UNRANKED","","","","","","",""
"Fonseca","UNRANKED","","","","","","",""
"Food & function","UNRANKED","","","","","","",""
"Food & nutrition research (Online)","UNRANKED","","","","","","",""
"Food &amp; Foodways: History &amp; Culture of Human Nourishment","UNRANKED","","","","","","",""
"Food &amp; Function","UNRANKED","","","","","","",""
"Food &amp; Nutrition Research","UNRANKED","","","","","","",""
"Food Addit Contam Part A Chem Anal Control Expo Risk Assess","UNRANKED","","","","","","",""
"Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment","UNRANKED","","","","","","",""
